year,date,league,cross_region,team_a,team_b,winner,a_before,a_after,b_before,b_after
2024,2024-07-13,LCK,False,HANJIN BRION,Nongshim RedForce,Nongshim RedForce,1504.6,1493.6,1533.8,1544.8
2024,2024-07-13,LJL,False,AXIZ CREST,Fukuoka SoftBank HAWKS gaming,Fukuoka SoftBank HAWKS gaming,1379.8,1376.5,1702.1,1705.3
2024,2024-07-13,PCS,False,HELL PIGS,West Point Esports,West Point Esports,1304.0,1291.9,1300.7,1312.8
2024,2024-07-13,LPL,False,Team WE,Royal Never Give Up,Team WE,1627.8,1635.6,1501.4,1493.6
2024,2024-07-13,LCK,False,HANJIN BRION,Nongshim RedForce,Nongshim RedForce,1493.6,1483.3,1544.8,1555.0
2024,2024-07-13,LJL,False,QT DIG∞,DetonatioN FocusMe,DetonatioN FocusMe,1401.0,1396.0,1633.1,1638.1
2024,2024-07-13,PCS,False,HELL PIGS,West Point Esports,West Point Esports,1291.9,1280.6,1312.8,1324.1
2024,2024-07-13,VCS,False,Team Secret,Team Whales,Team Secret,1581.6,1591.0,1506.5,1497.0
2024,2024-07-13,LPL,False,Team WE,Royal Never Give Up,Team WE,1635.6,1643.0,1493.6,1486.2
2024,2024-07-13,LJL,False,DetonatioN FocusMe,QT DIG∞,DetonatioN FocusMe,1638.1,1642.9,1396.0,1391.2
2024,2024-07-13,VCS,False,Team Secret,Team Whales,Team Secret,1591.0,1599.8,1497.0,1488.2
2024,2024-07-13,PCS,False,J Team,CTBC Flying Oyster,CTBC Flying Oyster,1414.7,1409.2,1626.8,1632.3
2024,2024-07-13,LPL,False,Weibo Gaming,Ninjas in Pyjamas,Weibo Gaming,1642.1,1654.5,1652.9,1640.6
2024,2024-07-13,VCS,False,MGN Blue Esports,MGN Vikings Esports,MGN Vikings Esports,1472.8,1465.1,1604.7,1612.4
2024,2024-07-13,LJL,False,Burning Core Toyama,V3 Esports,Burning Core Toyama,1309.2,1321.4,1315.8,1303.6
2024,2024-07-13,LPL,False,Ninjas in Pyjamas,Weibo Gaming,Weibo Gaming,1640.6,1629.0,1654.5,1666.0
2024,2024-07-13,PCS,False,CTBC Flying Oyster,J Team,CTBC Flying Oyster,1632.3,1637.5,1409.2,1404.0
2024,2024-07-13,LJL,False,V3 Esports,Burning Core Toyama,V3 Esports,1303.6,1316.2,1321.4,1308.8
2024,2024-07-13,VCS,False,MGN Blue Esports,MGN Vikings Esports,MGN Vikings Esports,1465.1,1457.9,1612.4,1619.6
2024,2024-07-13,LEC,False,Fnatic,GiantX,GiantX,1644.1,1627.2,1492.3,1509.2
2024,2024-07-13,LEC,False,Fnatic,GiantX,Fnatic,1627.2,1635.3,1509.2,1501.1
2024,2024-07-13,CBLOL,False,KaBuM! Esports,FURIA,KaBuM! Esports,1465.7,1476.9,1440.6,1429.4
2024,2024-07-13,LEC,False,GiantX,Fnatic,Fnatic,1501.1,1493.5,1635.3,1642.9
2024,2024-07-13,CBLOL,False,RED Canids,Liberty,RED Canids,1542.8,1550.0,1395.2,1388.0
2024,2024-07-13,LEC,False,G2 Esports,Karmine Corp,G2 Esports,1805.1,1808.4,1484.5,1481.3
2024,2024-07-13,CBLOL,False,Vivo Keyd Stars,paiN Gaming,paiN Gaming,1620.2,1609.2,1650.4,1661.4
2024,2024-07-13,LEC,False,Karmine Corp,G2 Esports,G2 Esports,1481.3,1478.1,1808.4,1811.6
2024,2024-07-13,CBLOL,False,Fluxo,LØS,Fluxo,1485.1,1493.6,1378.3,1369.9
2024,2024-07-13,CBLOL,False,LOUD,INTZ,INTZ,1630.2,1611.9,1431.2,1449.4
2024,2024-07-14,LCK,False,Kiwoom DRX,DN SOOPers,DN SOOPers,1563.1,1554.4,1661.4,1670.1
2024,2024-07-14,LCK,False,Kiwoom DRX,DN SOOPers,DN SOOPers,1554.4,1546.2,1670.1,1678.2
2024,2024-07-14,LPL,False,Ultra Prime,ThunderTalk Gaming,ThunderTalk Gaming,1477.3,1468.4,1569.6,1578.4
2024,2024-07-14,LJL,False,DetonatioN FocusMe,V3 Esports,DetonatioN FocusMe,1642.9,1646.1,1316.2,1313.0
2024,2024-07-14,LPL,False,ThunderTalk Gaming,Ultra Prime,ThunderTalk Gaming,1578.4,1586.8,1468.4,1460.1
2024,2024-07-14,LCK,False,BNK FEARX,Hanwha Life Esports,Hanwha Life Esports,1565.2,1561.2,1844.6,1848.6
2024,2024-07-14,PCS,False,Frank Esports,Deep Cross Gaming,Frank Esports,1592.4,1602.6,1539.7,1529.5
2024,2024-07-14,LJL,False,V3 Esports,DetonatioN FocusMe,V3 Esports,1313.0,1333.9,1646.1,1625.2
2024,2024-07-14,LPL,False,Anyone's Legend,JD Gaming,JD Gaming,1726.1,1716.6,1800.2,1809.7
2024,2024-07-14,LCK,False,BNK FEARX,Hanwha Life Esports,Hanwha Life Esports,1561.2,1557.3,1848.6,1852.5
2024,2024-07-14,PCS,False,Frank Esports,Deep Cross Gaming,Deep Cross Gaming,1602.6,1588.1,1529.5,1544.0
2024,2024-07-14,VCS,False,Team Flash,CERBERUS Esports,Team Flash,1389.7,1405.1,1491.9,1476.5
2024,2024-07-14,LPL,False,JD Gaming,Anyone's Legend,Anyone's Legend,1809.7,1794.5,1716.6,1731.8
2024,2024-07-14,LJL,False,Fukuoka SoftBank HAWKS gaming,QT DIG∞,Fukuoka SoftBank HAWKS gaming,1705.3,1708.7,1391.2,1387.8
2024,2024-07-14,PCS,False,Frank Esports,Deep Cross Gaming,Deep Cross Gaming,1588.1,1574.6,1544.0,1557.5
2024,2024-07-14,LPL,False,Anyone's Legend,JD Gaming,JD Gaming,1731.8,1721.9,1794.5,1804.4
2024,2024-07-14,VCS,False,CERBERUS Esports,Team Flash,CERBERUS Esports,1476.5,1486.0,1405.1,1395.5
2024,2024-07-14,LJL,False,QT DIG∞,Fukuoka SoftBank HAWKS gaming,Fukuoka SoftBank HAWKS gaming,1387.8,1384.6,1708.7,1712.0
2024,2024-07-14,LPL,False,LNG Esports,Top Esports,LNG Esports,1728.8,1746.0,1890.0,1872.8
2024,2024-07-14,VCS,False,CERBERUS Esports,Team Flash,Team Flash,1486.0,1471.0,1395.5,1410.6
2024,2024-07-14,PCS,False,HELL PIGS,PSG Talon,PSG Talon,1280.6,1279.0,1745.6,1747.1
2024,2024-07-14,LPL,False,Top Esports,LNG Esports,LNG Esports,1872.8,1856.6,1746.0,1762.2
2024,2024-07-14,LJL,False,Burning Core Toyama,AXIZ CREST,AXIZ CREST,1308.8,1299.1,1376.5,1386.2
2024,2024-07-14,PCS,False,PSG Talon,HELL PIGS,PSG Talon,1747.1,1748.6,1279.0,1277.5
2024,2024-07-14,VCS,False,GAM Esports,Team Secret,Team Secret,1653.6,1639.7,1599.8,1613.7
2024,2024-07-14,LJL,False,AXIZ CREST,Burning Core Toyama,AXIZ CREST,1386.2,1395.3,1299.1,1290.1
2024,2024-07-14,VCS,False,Team Secret,GAM Esports,Team Secret,1613.7,1626.6,1639.7,1626.8
2024,2024-07-14,LEC,False,SK Gaming,Fnatic,Fnatic,1627.0,1615.6,1642.9,1654.3
2024,2024-07-14,LEC,False,SK Gaming,Fnatic,Fnatic,1615.6,1604.9,1654.3,1665.0
2024,2024-07-14,CBLOL,False,Vivo Keyd Stars,Fluxo,Vivo Keyd Stars,1609.2,1617.4,1493.6,1485.4
2024,2024-07-14,LEC,False,G2 Esports,Team BDS,G2 Esports,1811.6,1820.2,1711.2,1702.6
2024,2024-07-14,CBLOL,False,paiN Gaming,Liberty,paiN Gaming,1661.4,1665.5,1388.0,1383.9
2024,2024-07-14,LEC,False,G2 Esports,Team BDS,G2 Esports,1820.2,1828.3,1702.6,1694.5
2024,2024-07-14,CBLOL,False,INTZ,KaBuM! Esports,KaBuM! Esports,1449.4,1438.4,1476.9,1487.9
2024,2024-07-14,CBLOL,False,FURIA,RED Canids,RED Canids,1429.4,1421.5,1550.0,1558.0
2024,2024-07-14,CBLOL,False,LØS,LOUD,LOUD,1369.9,1365.1,1611.9,1616.7
2024,2024-07-15,LPL,False,Invictus Gaming,Oh My God,Oh My God,1507.3,1498.2,1594.6,1603.6
2024,2024-07-15,LPL,False,Oh My God,Invictus Gaming,Invictus Gaming,1603.6,1588.1,1498.2,1513.8
2024,2024-07-15,LPL,False,Invictus Gaming,Oh My God,Oh My God,1513.8,1504.3,1588.1,1597.5
2024,2024-07-15,LPL,False,Bilibili Gaming,LGD Gaming,Bilibili Gaming,1882.9,1887.1,1611.3,1607.2
2024,2024-07-15,LPL,False,LGD Gaming,Bilibili Gaming,Bilibili Gaming,1607.2,1603.2,1887.1,1891.1
2024,2024-07-16,LPL,False,Rare Atom,EDward Gaming,Rare Atom,1558.3,1569.4,1533.3,1522.1
2024,2024-07-16,LPL,False,EDward Gaming,Rare Atom,EDward Gaming,1522.1,1535.8,1569.4,1555.8
2024,2024-07-16,LPL,False,Rare Atom,EDward Gaming,Rare Atom,1555.8,1567.1,1535.8,1524.5
2024,2024-07-16,LPL,False,FunPlus Phoenix,Ninjas in Pyjamas,Ninjas in Pyjamas,1633.9,1621.8,1629.0,1641.2
2024,2024-07-16,LPL,False,Ninjas in Pyjamas,FunPlus Phoenix,FunPlus Phoenix,1641.2,1628.5,1621.8,1634.4
2024,2024-07-16,LPL,False,FunPlus Phoenix,Ninjas in Pyjamas,FunPlus Phoenix,1634.4,1646.2,1628.5,1616.7
2024,2024-07-17,LCK,False,Dplus Kia,HANJIN BRION,Dplus Kia,1762.2,1766.2,1483.3,1479.3
2024,2024-07-17,LCK,False,HANJIN BRION,Dplus Kia,Dplus Kia,1479.3,1475.4,1766.2,1770.1
2024,2024-07-17,LPL,False,Team WE,ThunderTalk Gaming,ThunderTalk Gaming,1643.0,1629.0,1586.8,1600.7
2024,2024-07-17,LPL,False,ThunderTalk Gaming,Team WE,ThunderTalk Gaming,1600.7,1613.7,1629.0,1616.1
2024,2024-07-17,LCK,False,Hanwha Life Esports,DN SOOPers,Hanwha Life Esports,1852.5,1858.9,1678.2,1671.8
2024,2024-07-17,LPL,False,Top Esports,Weibo Gaming,Top Esports,1856.6,1862.6,1666.0,1660.0
2024,2024-07-17,LCK,False,DN SOOPers,Hanwha Life Esports,Hanwha Life Esports,1671.8,1665.7,1858.9,1865.0
2024,2024-07-17,LPL,False,Weibo Gaming,Top Esports,Top Esports,1660.0,1654.3,1862.6,1868.3
2024,2024-07-18,LPL,False,Royal Never Give Up,Ultra Prime,Ultra Prime,1486.2,1473.3,1460.1,1473.0
2024,2024-07-18,LCK,False,BNK FEARX,T1,BNK FEARX,1557.3,1578.2,1886.9,1866.1
2024,2024-07-18,LPL,False,Ultra Prime,Royal Never Give Up,Royal Never Give Up,1473.0,1461.0,1473.3,1485.3
2024,2024-07-18,LCK,False,T1,BNK FEARX,T1,1866.1,1869.9,1578.2,1574.4
2024,2024-07-18,LPL,False,Ultra Prime,Royal Never Give Up,Royal Never Give Up,1461.0,1449.9,1485.3,1496.5
2024,2024-07-18,LCK,False,BNK FEARX,T1,BNK FEARX,1574.4,1594.7,1869.9,1849.6
2024,2024-07-18,VCS,False,CERBERUS Esports,Team Whales,Team Whales,1471.0,1459.6,1488.2,1499.6
2024,2024-07-18,LPL,False,Weibo Gaming,Anyone's Legend,Weibo Gaming,1654.3,1668.6,1721.9,1707.6
2024,2024-07-18,VCS,False,Team Whales,CERBERUS Esports,Team Whales,1499.6,1510.2,1459.6,1449.0
2024,2024-07-18,LPL,False,Bilibili Gaming,LNG Esports,LNG Esports,1891.1,1874.8,1762.2,1778.5
2024,2024-07-18,LCK,False,Gen.G,Nongshim RedForce,Gen.G,2018.6,2020.2,1555.0,1553.5
2024,2024-07-18,LPL,False,Anyone's Legend,Weibo Gaming,Weibo Gaming,1707.6,1694.3,1668.6,1681.9
2024,2024-07-18,VCS,False,Team Flash,MGN Blue Esports,MGN Blue Esports,1410.6,1400.2,1457.9,1468.3
2024,2024-07-18,LPL,False,LNG Esports,Bilibili Gaming,Bilibili Gaming,1778.5,1769.7,1874.8,1883.6
2024,2024-07-18,LCK,False,Nongshim RedForce,Gen.G,Gen.G,1553.5,1551.9,2020.2,2021.7
2024,2024-07-18,VCS,False,Team Flash,MGN Blue Esports,Team Flash,1400.2,1414.5,1468.3,1454.0
2024,2024-07-18,LPL,False,LNG Esports,Bilibili Gaming,LNG Esports,1769.7,1785.5,1883.6,1867.8
2024,2024-07-18,VCS,False,Team Flash,MGN Blue Esports,Team Flash,1414.5,1427.9,1454.0,1440.6
2024,2024-07-19,LPL,False,Invictus Gaming,EDward Gaming,Invictus Gaming,1504.3,1517.0,1524.5,1511.8
2024,2024-07-19,LCK,False,KT Rolster,Kiwoom DRX,KT Rolster,1727.9,1734.1,1546.2,1540.0
2024,2024-07-19,LPL,False,EDward Gaming,Invictus Gaming,Invictus Gaming,1511.8,1499.9,1517.0,1528.8
2024,2024-07-19,LCK,False,KT Rolster,Kiwoom DRX,KT Rolster,1734.1,1740.0,1540.0,1534.1
2024,2024-07-19,PCS,False,Frank Esports,West Point Esports,Frank Esports,1574.6,1579.2,1324.1,1319.5
2024,2024-07-19,LPL,False,LGD Gaming,FunPlus Phoenix,LGD Gaming,1603.2,1616.7,1646.2,1632.8
2024,2024-07-19,PCS,False,West Point Esports,Frank Esports,Frank Esports,1319.5,1315.1,1579.2,1583.6
2024,2024-07-19,VCS,False,MGN Vikings Esports,Team Secret,MGN Vikings Esports,1619.6,1631.8,1626.6,1614.3
2024,2024-07-19,LPL,False,FunPlus Phoenix,LGD Gaming,FunPlus Phoenix,1632.8,1644.2,1616.7,1605.2
2024,2024-07-19,LCK,False,DN SOOPers,HANJIN BRION,HANJIN BRION,1665.7,1647.7,1475.4,1493.4
2024,2024-07-19,PCS,False,PSG Talon,CTBC Flying Oyster,PSG Talon,1748.6,1756.9,1637.5,1629.2
2024,2024-07-19,VCS,False,MGN Vikings Esports,Team Secret,MGN Vikings Esports,1631.8,1643.2,1614.3,1602.9
2024,2024-07-19,LPL,False,Ninjas in Pyjamas,JD Gaming,JD Gaming,1616.7,1610.7,1804.4,1810.5
2024,2024-07-19,LPL,False,LGD Gaming,FunPlus Phoenix,FunPlus Phoenix,1605.2,1594.6,1644.2,1654.9
2024,2024-07-19,LCK,False,DN SOOPers,HANJIN BRION,DN SOOPers,1647.7,1654.7,1493.4,1486.4
2024,2024-07-19,PCS,False,PSG Talon,CTBC Flying Oyster,PSG Talon,1756.9,1764.7,1629.2,1621.4
2024,2024-07-19,LPL,False,JD Gaming,Ninjas in Pyjamas,JD Gaming,1810.5,1816.3,1610.7,1604.9
2024,2024-07-19,VCS,False,Team Whales,GAM Esports,GAM Esports,1510.2,1502.1,1626.8,1635.0
2024,2024-07-19,LCK,False,HANJIN BRION,DN SOOPers,HANJIN BRION,1486.4,1503.8,1654.7,1637.3
2024,2024-07-19,VCS,False,Team Whales,GAM Esports,GAM Esports,1502.1,1494.5,1635.0,1642.6
2024,2024-07-20,LCK,False,T1,Hanwha Life Esports,Hanwha Life Esports,1849.6,1838.2,1865.0,1876.5
2024,2024-07-20,LCK,False,T1,Hanwha Life Esports,Hanwha Life Esports,1838.2,1827.5,1876.5,1887.2
2024,2024-07-20,LPL,False,Team WE,Oh My God,Oh My God,1616.1,1603.4,1597.5,1610.2
2024,2024-07-20,LPL,False,Oh My God,Team WE,Oh My God,1610.2,1621.9,1603.4,1591.7
2024,2024-07-20,LJL,False,AXIZ CREST,V3 Esports,V3 Esports,1395.3,1381.2,1333.9,1348.0
2024,2024-07-20,LCK,False,Gen.G,Dplus Kia,Dplus Kia,2021.7,2002.3,1770.1,1789.5
2024,2024-07-20,LJL,False,AXIZ CREST,V3 Esports,V3 Esports,1381.2,1368.0,1348.0,1361.2
2024,2024-07-20,PCS,False,J Team,HELL PIGS,J Team,1404.0,1411.9,1277.5,1269.7
2024,2024-07-20,LPL,False,Top Esports,LGD Gaming,Top Esports,1868.3,1872.5,1594.6,1590.5
2024,2024-07-20,LCK,False,Dplus Kia,Gen.G,Gen.G,1789.5,1784.1,2002.3,2007.7
2024,2024-07-20,PCS,False,HELL PIGS,J Team,J Team,1269.7,1262.4,1411.9,1419.2
2024,2024-07-20,LPL,False,LGD Gaming,Top Esports,Top Esports,1590.5,1586.5,1872.5,1876.4
2024,2024-07-20,LJL,False,DetonatioN FocusMe,QT DIG∞,DetonatioN FocusMe,1625.2,1630.0,1384.6,1379.7
2024,2024-07-20,LCK,False,Gen.G,Dplus Kia,Gen.G,2007.7,2012.9,1784.1,1778.9
2024,2024-07-20,LJL,False,QT DIG∞,DetonatioN FocusMe,DetonatioN FocusMe,1379.7,1375.1,1630.0,1634.6
2024,2024-07-20,LPL,False,JD Gaming,Bilibili Gaming,JD Gaming,1816.3,1830.0,1867.8,1854.0
2024,2024-07-20,PCS,False,Deep Cross Gaming,CTBC Flying Oyster,Deep Cross Gaming,1557.5,1571.7,1621.4,1607.2
2024,2024-07-20,LPL,False,Bilibili Gaming,JD Gaming,Bilibili Gaming,1854.0,1865.2,1830.0,1818.8
2024,2024-07-20,PCS,False,Deep Cross Gaming,CTBC Flying Oyster,Deep Cross Gaming,1571.7,1584.9,1607.2,1594.0
2024,2024-07-20,LPL,False,JD Gaming,Bilibili Gaming,Bilibili Gaming,1818.8,1808.4,1865.2,1875.6
2024,2024-07-20,CBLOL,False,RED Canids,paiN Gaming,RED Canids,1558.0,1573.6,1665.5,1649.9
2024,2024-07-20,CBLOL,False,LOUD,KaBuM! Esports,LOUD,1616.7,1624.5,1487.9,1480.2
2024,2024-07-20,CBLOL,False,Liberty,Fluxo,Fluxo,1383.9,1375.3,1485.4,1494.0
2024,2024-07-20,CBLOL,False,INTZ,FURIA,FURIA,1438.4,1425.8,1421.5,1434.0
2024,2024-07-20,CBLOL,False,LØS,Vivo Keyd Stars,Vivo Keyd Stars,1365.1,1360.5,1617.4,1621.9
2024,2024-07-20,LCS,False,Dignitas,Team Liquid,Team Liquid,1467.8,1463.3,1723.0,1727.5
2024,2024-07-20,LCS,False,Dignitas,Team Liquid,Dignitas,1463.3,1483.0,1727.5,1707.8
2024,2024-07-20,LCS,False,Team Liquid,Dignitas,Team Liquid,1707.8,1713.0,1483.0,1477.8
2024,2024-07-20,LCS,False,FlyQuest,Immortals,FlyQuest,1613.4,1619.0,1407.1,1401.5
2024,2024-07-20,LCS,False,FlyQuest,Immortals,FlyQuest,1619.0,1624.4,1401.5,1396.2
2024,2024-07-21,LCK,False,KT Rolster,BNK FEARX,KT Rolster,1740.0,1747.3,1594.7,1587.4
2024,2024-07-21,LCK,False,BNK FEARX,KT Rolster,BNK FEARX,1587.4,1604.6,1747.3,1730.1
2024,2024-07-21,LCK,False,KT Rolster,BNK FEARX,BNK FEARX,1730.1,1714.0,1604.6,1620.7
2024,2024-07-21,LJL,False,QT DIG∞,V3 Esports,QT DIG∞,1375.1,1386.7,1361.2,1349.7
2024,2024-07-21,LJL,False,V3 Esports,QT DIG∞,QT DIG∞,1349.7,1338.9,1386.7,1397.4
2024,2024-07-21,PCS,False,J Team,West Point Esports,J Team,1419.2,1427.7,1315.1,1306.6
2024,2024-07-21,LCK,False,Kiwoom DRX,Nongshim RedForce,Nongshim RedForce,1534.1,1522.7,1551.9,1563.3
2024,2024-07-21,LPL,False,Team WE,Ultra Prime,Ultra Prime,1591.7,1575.0,1449.9,1466.5
2024,2024-07-21,LCK,False,Kiwoom DRX,Nongshim RedForce,Nongshim RedForce,1522.7,1512.1,1563.3,1573.9
2024,2024-07-21,LJL,False,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,DetonatioN FocusMe,1712.0,1697.4,1634.6,1649.2
2024,2024-07-21,LPL,False,Ultra Prime,Team WE,Ultra Prime,1466.5,1482.1,1575.0,1559.4
2024,2024-07-21,PCS,False,J Team,West Point Esports,J Team,1427.7,1435.7,1306.6,1298.6
2024,2024-07-21,LJL,False,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,1697.4,1707.7,1649.2,1638.8
2024,2024-07-21,LPL,False,LNG Esports,FunPlus Phoenix,FunPlus Phoenix,1785.5,1769.2,1654.9,1671.2
2024,2024-07-21,PCS,False,PSG Talon,Deep Cross Gaming,PSG Talon,1764.7,1771.0,1584.9,1578.6
2024,2024-07-21,LJL,False,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,1707.7,1717.4,1638.8,1629.2
2024,2024-07-21,PCS,False,Deep Cross Gaming,PSG Talon,PSG Talon,1578.6,1572.6,1771.0,1776.9
2024,2024-07-21,LPL,False,FunPlus Phoenix,LNG Esports,FunPlus Phoenix,1671.2,1686.5,1769.2,1753.9
2024,2024-07-21,LEC,False,Team Heretics,GiantX,GiantX,1524.4,1511.3,1493.5,1506.6
2024,2024-07-21,LEC,False,Team Heretics,GiantX,Team Heretics,1511.3,1523.2,1506.6,1494.8
2024,2024-07-21,CBLOL,False,Fluxo,INTZ,INTZ,1494.0,1479.7,1425.8,1440.1
2024,2024-07-21,LEC,False,GiantX,Team Heretics,GiantX,1494.8,1507.7,1523.2,1510.2
2024,2024-07-21,CBLOL,False,Vivo Keyd Stars,LOUD,Vivo Keyd Stars,1621.9,1634.0,1624.5,1612.4
2024,2024-07-21,LEC,False,Karmine Corp,MAD Lions KOI,Karmine Corp,1478.1,1492.8,1558.3,1543.6
2024,2024-07-21,CBLOL,False,FURIA,Liberty,FURIA,1434.0,1444.0,1375.3,1365.3
2024,2024-07-21,LEC,False,MAD Lions KOI,Karmine Corp,Karmine Corp,1543.6,1529.9,1492.8,1506.6
2024,2024-07-21,CBLOL,False,RED Canids,LØS,RED Canids,1573.6,1579.1,1360.5,1355.1
2024,2024-07-21,CBLOL,False,KaBuM! Esports,paiN Gaming,KaBuM! Esports,1480.2,1497.6,1649.9,1632.5
2024,2024-07-21,LCS,False,Cloud9,100 Thieves,Cloud9,1580.1,1589.4,1502.7,1493.4
2024,2024-07-21,LCS,False,100 Thieves,Cloud9,Cloud9,1493.4,1484.6,1589.4,1598.2
2024,2024-07-21,LCS,False,NRG,Shopify Rebellion,NRG,1497.9,1506.8,1406.3,1397.4
2024,2024-07-21,LCS,False,Shopify Rebellion,NRG,NRG,1397.4,1389.1,1506.8,1515.1
2024,2024-07-22,LPL,False,Rare Atom,Royal Never Give Up,Rare Atom,1567.1,1576.7,1496.5,1486.9
2024,2024-07-22,LPL,False,Rare Atom,Royal Never Give Up,Rare Atom,1576.7,1585.6,1486.9,1477.9
2024,2024-07-22,LPL,False,ThunderTalk Gaming,EDward Gaming,EDward Gaming,1613.7,1597.9,1499.9,1515.7
2024,2024-07-22,LPL,False,EDward Gaming,ThunderTalk Gaming,ThunderTalk Gaming,1515.7,1506.5,1597.9,1607.1
2024,2024-07-22,LPL,False,ThunderTalk Gaming,EDward Gaming,EDward Gaming,1607.1,1591.7,1506.5,1521.9
2024,2024-07-22,LEC,False,G2 Esports,Fnatic,G2 Esports,1828.3,1835.0,1665.0,1658.2
2024,2024-07-22,LEC,False,Fnatic,G2 Esports,Fnatic,1658.2,1675.9,1835.0,1817.4
2024,2024-07-22,LEC,False,G2 Esports,Fnatic,Fnatic,1817.4,1800.8,1675.9,1692.5
2024,2024-07-22,LEC,False,G2 Esports,Fnatic,G2 Esports,1800.8,1809.1,1692.5,1684.1
2024,2024-07-22,LEC,False,Fnatic,G2 Esports,Fnatic,1684.1,1700.3,1809.1,1793.0
2024,2024-07-23,LPL,False,Weibo Gaming,Bilibili Gaming,Weibo Gaming,1681.9,1700.0,1875.6,1857.5
2024,2024-07-23,LPL,False,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,1857.5,1864.4,1700.0,1693.1
2024,2024-07-23,LPL,False,Weibo Gaming,Bilibili Gaming,Bilibili Gaming,1693.1,1686.6,1864.4,1870.9
2024,2024-07-23,LPL,False,Top Esports,Ninjas in Pyjamas,Top Esports,1876.4,1880.6,1604.9,1600.7
2024,2024-07-23,LPL,False,Ninjas in Pyjamas,Top Esports,Top Esports,1600.7,1596.7,1880.6,1884.6
2024,2024-07-23,LEC,False,Team BDS,GiantX,Team BDS,1694.5,1700.6,1507.7,1501.6
2024,2024-07-23,LEC,False,GiantX,Team BDS,GiantX,1501.6,1519.8,1700.6,1682.4
2024,2024-07-23,LEC,False,Team BDS,GiantX,Team BDS,1682.4,1689.2,1519.8,1513.1
2024,2024-07-23,LEC,False,SK Gaming,Karmine Corp,Karmine Corp,1604.9,1589.6,1506.6,1521.9
2024,2024-07-23,LEC,False,SK Gaming,Karmine Corp,SK Gaming,1589.6,1599.3,1521.9,1512.2
2024,2024-07-23,LEC,False,Karmine Corp,SK Gaming,Karmine Corp,1512.2,1527.1,1599.3,1584.3
2024,2024-07-24,LCK,False,BNK FEARX,Nongshim RedForce,BNK FEARX,1620.7,1631.1,1573.9,1563.5
2024,2024-07-24,LCK,False,Nongshim RedForce,BNK FEARX,BNK FEARX,1563.5,1553.8,1631.1,1640.8
2024,2024-07-24,LPL,False,Ultra Prime,Oh My God,Ultra Prime,1482.1,1498.7,1621.9,1605.4
2024,2024-07-24,LPL,False,Ultra Prime,Oh My God,Oh My God,1498.7,1490.3,1605.4,1613.8
2024,2024-07-24,LCK,False,HANJIN BRION,Gen.G,Gen.G,1503.8,1502.6,2012.9,2014.1
2024,2024-07-24,LPL,False,Oh My God,Ultra Prime,Oh My God,1613.8,1621.7,1490.3,1482.4
2024,2024-07-24,LPL,False,LNG Esports,JD Gaming,LNG Esports,1753.9,1767.8,1808.4,1794.6
2024,2024-07-24,LCK,False,HANJIN BRION,Gen.G,Gen.G,1502.6,1501.4,2014.1,2015.3
2024,2024-07-24,LPL,False,JD Gaming,LNG Esports,JD Gaming,1794.6,1805.6,1767.8,1756.7
2024,2024-07-24,LPL,False,LNG Esports,JD Gaming,LNG Esports,1756.7,1770.4,1805.6,1792.0
2024,2024-07-25,LPL,False,Rare Atom,Team WE,Rare Atom,1585.6,1596.7,1559.4,1548.3
2024,2024-07-25,LCK,False,Hanwha Life Esports,DN SOOPers,Hanwha Life Esports,1887.2,1891.8,1637.3,1632.7
2024,2024-07-25,LPL,False,Team WE,Rare Atom,Team WE,1548.3,1562.0,1596.7,1583.1
2024,2024-07-25,LCK,False,Hanwha Life Esports,DN SOOPers,Hanwha Life Esports,1891.8,1896.2,1632.7,1628.3
2024,2024-07-25,LPL,False,Rare Atom,Team WE,Rare Atom,1583.1,1594.3,1562.0,1550.7
2024,2024-07-25,LPL,False,Invictus Gaming,Royal Never Give Up,Royal Never Give Up,1528.8,1515.1,1477.9,1491.7
2024,2024-07-25,LPL,False,Royal Never Give Up,Invictus Gaming,Invictus Gaming,1491.7,1480.5,1515.1,1526.3
2024,2024-07-25,LCK,False,Dplus Kia,Kiwoom DRX,Dplus Kia,1778.9,1783.1,1512.1,1507.9
2024,2024-07-25,LPL,False,Invictus Gaming,Royal Never Give Up,Invictus Gaming,1526.3,1536.7,1480.5,1470.1
2024,2024-07-25,LCK,False,Kiwoom DRX,Dplus Kia,Dplus Kia,1507.9,1503.8,1783.1,1787.2
2024,2024-07-25,LPL,False,Weibo Gaming,LGD Gaming,Weibo Gaming,1686.6,1695.2,1586.5,1577.9
2024,2024-07-25,LPL,False,LGD Gaming,Weibo Gaming,Weibo Gaming,1577.9,1569.8,1695.2,1703.3
2024,2024-07-26,LPL,False,Oh My God,ThunderTalk Gaming,ThunderTalk Gaming,1621.7,1608.7,1591.7,1604.7
2024,2024-07-26,LCK,False,BNK FEARX,HANJIN BRION,BNK FEARX,1640.8,1648.2,1501.4,1494.0
2024,2024-07-26,LPL,False,ThunderTalk Gaming,Oh My God,ThunderTalk Gaming,1604.7,1616.9,1608.7,1596.5
